COD_DISCIPLINA,NOME_DISCIPLINA,COD_CURSO,MULTIPLA_ESCOLHA,CURSO,IDPROGRAMA,SETOR_CURSO
ET193,ESTUDOS INDEPENDENTES EM FUNDAMENTOS DA EDUCAÇÃO VIII,40001016082G0,Não,PEDAGOGIA  - Presencial - Curitiba,40001016082G0,SETOR DE EDUCAÇÃO
CEM132,SOCIOLOGIA,40001016048G0,Não,CIÊNCIAS EXATAS  - Presencial - Pontal do Paraná,40001016048G0,CENTRO DE ESTUDOS DO MAR
LCE136,METODOLOGIA CIENTÍFICA,40001016048G0,Não,CIÊNCIAS EXATAS  - Presencial - Pontal do Paraná,40001016048G0,CENTRO DE ESTUDOS DO MAR
LCE155,DIVULGAÇÃO CIENTÍFICA,40001016048G0,Não,CIÊNCIAS EXATAS  - Presencial - Pontal do Paraná,40001016048G0,CENTRO DE ESTUDOS DO MAR
LCE173,PRÁTICA PEDAGÓGICA DO ENSINO DE FÍSICA II,40001016048G0,Não,CIÊNCIAS EXATAS  - Presencial - Pontal do Paraná,40001016048G0,CENTRO DE ESTUDOS DO MAR
LCE251,ÁLGEBRA LINEAR,40001016048G0,Não,CIÊNCIAS EXATAS  - Presencial - Pontal do Paraná,40001016048G0,CENTRO DE ESTUDOS DO MAR
CI1010,PROGRAMAÇÃO WEB,40001016010G0,Não,CIÊNCIA DA COMPUTAÇÃO  - Presencial - Curitiba,40001016010G0,SETOR DE CIÊNCIAS EXATAS
CI1013,GRANDES IDEIAS DA COMPUTAÇÃO TEÓRICA,40001016010G0,Não,CIÊNCIA DA COMPUTAÇÃO  - Presencial - Curitiba,40001016010G0,SETOR DE CIÊNCIAS EXATAS
CI1026,VISÃO COMPUTACIONAL E PERCEPÇÃO,40001016010G0,Não,CIÊNCIA DA COMPUTAÇÃO  - Presencial - Curitiba,40001016010G0,SETOR DE CIÊNCIAS EXATAS
CI1065,ALGORITMOS E TEORIA DOS GRAFOS,40001016010G0,Não,CIÊNCIA DA COMPUTAÇÃO  - Presencial - Curitiba,40001016010G0,SETOR DE CIÊNCIAS EXATAS
CI1123,TRABALHO DE CONCLUSÃO DE CURSO 1 EM CIÊNCIA DA COMPUTAÇÃO,40001016010G0,Não,CIÊNCIA DA COMPUTAÇÃO  - Presencial - Curitiba,40001016010G0,SETOR DE CIÊNCIAS EXATAS
CI1209,INTELIGÊNCIA ARTIFICIAL,40001016010G0,Não,CIÊNCIA DA COMPUTAÇÃO  - Presencial - Curitiba,40001016010G0,SETOR DE CIÊNCIAS EXATAS
CI1211,CONSTRUÇÃO DE COMPILADORES,40001016010G0,Não,CIÊNCIA DA COMPUTAÇÃO  - Presencial - Curitiba,40001016010G0,SETOR DE CIÊNCIAS EXATAS
BT071,FARMACOLOGIA APLICADA À NUTRIÇÃO,40001016079G0,Não,NUTRIÇÃO  - Presencial - Curitiba,40001016079G0,SETOR DE CIÊNCIAS DA SAÚDE
MA151,PLANEJAMENTO ALIMENTAR INDIVIDUAL,40001016079G0,Não,NUTRIÇÃO  - Presencial - Curitiba,40001016079G0,SETOR DE CIÊNCIAS DA SAÚDE
MA164,PLANEJAMENTO ALIMENTAR PARA COLETIVIDADES,40001016079G0,Não,NUTRIÇÃO  - Presencial - Curitiba,40001016079G0,SETOR DE CIÊNCIAS DA SAÚDE
MA169,NUTRIÇÃO MATERNO-INFANTIL,40001016079G0,Não,NUTRIÇÃO  - Presencial - Curitiba,40001016079G0,SETOR DE CIÊNCIAS DA SAÚDE
MA174,TECNOLOGIA DE ALIMENTOS,40001016079G0,Não,NUTRIÇÃO  - Presencial - Curitiba,40001016079G0,SETOR DE CIÊNCIAS DA SAÚDE
MA186,ALIMENTAÇÃO ESCOLAR,40001016079G0,Não,NUTRIÇÃO  - Presencial - Curitiba,40001016079G0,SETOR DE CIÊNCIAS DA SAÚDE
SAOB02,ANÁLISE DAS ORGANIZAÇÕES,40001016001G0,Não,ADMINISTRAÇÃO  - Presencial - Curitiba,40001016001G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
SAOB08,DIREITO EMPRESARIAL E TRIBUTÁRIO,40001016001G0,Não,ADMINISTRAÇÃO  - Presencial - Curitiba,40001016001G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
SAOB15, GESTÃO E CAPTAÇÃO DE PESSOAS,40001016001G0,Não,ADMINISTRAÇÃO  - Presencial - Curitiba,40001016001G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
SAOB28, RACIOCÍNIO LÓGICO E QUANTITATIVO,40001016001G0,Não,ADMINISTRAÇÃO  - Presencial - Curitiba,40001016001G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
SE607A,ANÁLISE ECONÔMICA E FINANCEIRA,40001016015G0,Não,CIÊNCIAS ECONÔMICAS  - Presencial - Curitiba,40001016015G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
SE608,HISTÓRIA DO PENSAMENTO ECONÔMICO I,40001016015G0,Não,CIÊNCIAS ECONÔMICAS  - Presencial - Curitiba,40001016015G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
SE609,CONTABILIDADE SOCIAL,40001016015G0,Não,CIÊNCIAS ECONÔMICAS  - Presencial - Curitiba,40001016015G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
SE634,EXPERIÊNCIAS EXTENSIONISTAS I,40001016015G0,Não,CIÊNCIAS ECONÔMICAS  - Presencial - Curitiba,40001016015G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
SE704, CÁLCULO APLICADO À ECONOMIA II,40001016015G0,Não,CIÊNCIAS ECONÔMICAS  - Presencial - Curitiba,40001016015G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
STO186,FORMAÇÃO E IDENTIDADE PROFISSIONAL,40001016112G0,Não,TERAPIA OCUPACIONAL  - Presencial - Curitiba,40001016112G0,SETOR DE CIÊNCIAS DA SAÚDE
STO191,ESTÁGIO SUPERVISIONADO DE PRÁTICA PROFISSIONAL III,40001016112G0,Não,TERAPIA OCUPACIONAL  - Presencial - Curitiba,40001016112G0,SETOR DE CIÊNCIAS DA SAÚDE
SA076,DECISAO DE FINANCIAMENTO,40001016001G0,Não,ADMINISTRAÇÃO  - Presencial - Curitiba,40001016001G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
SA091,ESTAGIO SUPERVISIONADO,40001016001G0,Não,ADMINISTRAÇÃO  - Presencial - Curitiba,40001016001G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
DPRF089,ESTÁGIO SUPERVISIONADO OBRIGATÓRIO EM FISIOTERAPIA NA ATENÇÃO PRIMÁRIA EM SAÚDE II,40001016052G0,Não,FISIOTERAPIA  - Presencial - Curitiba,40001016052G0,SETOR DE CIÊNCIAS BIOLÓGICAS
DPRF090,ESTÁGIO SUPERVISIONADO OBRIGATÓRIO EM FISIOTERAPIA NA MÉDIA COMPLEXIDADE II,40001016052G0,Não,FISIOTERAPIA  - Presencial - Curitiba,40001016052G0,SETOR DE CIÊNCIAS BIOLÓGICAS
DPRF091,ESTÁGIO SUPERVISIONADO OBRIGATÓRIO EM FISIOTERAPIA NA ALTA COMPLEXIDADE II,40001016052G0,Não,FISIOTERAPIA  - Presencial - Curitiba,40001016052G0,SETOR DE CIÊNCIAS BIOLÓGICAS
DBD110,ENTOMOLOGIA AGRÍCOLA,40001016004G0,Não,AGRONOMIA  - Presencial - Palotina,40001016004G0,SETOR PALOTINA
DCA102,MÁQUINAS E MECANIZAÇÃO AGRÍCOLA,40001016004G0,Não,AGRONOMIA  - Presencial - Palotina,40001016004G0,SETOR PALOTINA
DCA110,BIOLOGIA DO SOLO,40001016004G0,Não,AGRONOMIA  - Presencial - Palotina,40001016004G0,SETOR PALOTINA
DCA112,NUTRIÇÃO MINERAL DE PLANTAS,40001016004G0,Não,AGRONOMIA  - Presencial - Palotina,40001016004G0,SETOR PALOTINA
DCA129,SOLOS III,40001016004G0,Não,AGRONOMIA  - Presencial - Palotina,40001016004G0,SETOR PALOTINA
DEE258,GEOPROCESSAMENTO E GEORREFERENCIAMENTO,40001016004G0,Não,AGRONOMIA  - Presencial - Palotina,40001016004G0,SETOR PALOTINA
DEE289,EXPRESSÃO GRÁFICA I,40001016004G0,Não,AGRONOMIA  - Presencial - Palotina,40001016004G0,SETOR PALOTINA
DEE318,IRRIGAÇÃO E DRENAGEM,40001016004G0,Não,AGRONOMIA  - Presencial - Palotina,40001016004G0,SETOR PALOTINA
SAOB10,ESTATÍSTICA APLICADA À ADMINISTRAÇÃO,40001016001G0,Não,ADMINISTRAÇÃO  - Presencial - Curitiba,40001016001G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
SAOB29,REMUNERAÇÃO E DESEMPENHO HUMANO,40001016001G0,Não,ADMINISTRAÇÃO  - Presencial - Curitiba,40001016001G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
HS185,INTRODUÇÃO À ETNOGRAFIA,40001016122G0,Não,DESIGN GRÁFICO  - Presencial - Curitiba,40001016122G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
OA309,HISTÓRIA DA ARTE,40001016122G0,Não,DESIGN GRÁFICO  - Presencial - Curitiba,40001016122G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
ODACE1,TÓPICOS DE ATIVIDADES DE EXTENSÃO EM DESIGN GRÁFICO 1,40001016122G0,Não,DESIGN GRÁFICO  - Presencial - Curitiba,40001016122G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
ODHT1,HISTÓRIA E TEORIA 1,40001016122G0,Não,DESIGN GRÁFICO  - Presencial - Curitiba,40001016122G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
ODMP1,MÉTODOS E PROCESSOS 1,40001016122G0,Não,DESIGN GRÁFICO  - Presencial - Curitiba,40001016122G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
ODMP2,MÉTODOS E PROCESSOS 2,40001016122G0,Não,DESIGN GRÁFICO  - Presencial - Curitiba,40001016122G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
ODRE1,REPRESENTAÇÃO E EXPRESSÃO 1,40001016122G0,Não,DESIGN GRÁFICO  - Presencial - Curitiba,40001016122G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
ODSE1,SISTEMAS E ESTRATÉGIAS 1,40001016122G0,Não,DESIGN GRÁFICO  - Presencial - Curitiba,40001016122G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
BB109,MORFOLOGIA VEGETAL,40001016012G0,Não,CIÊNCIAS BIOLÓGICAS  - Presencial - Curitiba,40001016012G0,SETOR DE CIÊNCIAS BIOLÓGICAS
BC098,HISTOLOGIA,40001016012G0,Não,CIÊNCIAS BIOLÓGICAS  - Presencial - Curitiba,40001016012G0,SETOR DE CIÊNCIAS BIOLÓGICAS
BIO036,BIOLOGIA DE PROTISTAS,40001016012G0,Não,CIÊNCIAS BIOLÓGICAS  - Presencial - Curitiba,40001016012G0,SETOR DE CIÊNCIAS BIOLÓGICAS
BIO037,ECOLOGIA I,40001016012G0,Não,CIÊNCIAS BIOLÓGICAS  - Presencial - Curitiba,40001016012G0,SETOR DE CIÊNCIAS BIOLÓGICAS
BZ046,METAZOA I,40001016012G0,Não,CIÊNCIAS BIOLÓGICAS  - Presencial - Curitiba,40001016012G0,SETOR DE CIÊNCIAS BIOLÓGICAS
CF378,FÍSICA PARA BIOLOGIA,40001016012G0,Não,CIÊNCIAS BIOLÓGICAS  - Presencial - Curitiba,40001016012G0,SETOR DE CIÊNCIAS BIOLÓGICAS
ET445,EDUCAÇÃO AMBIENTAL,40001016012G0,Não,CIÊNCIAS BIOLÓGICAS  - Presencial - Curitiba,40001016012G0,SETOR DE CIÊNCIAS BIOLÓGICAS
HP331,ANÁLISE DO COMPORTAMENTO I,40001016084G0,Não,PSICOLOGIA  - Presencial - Curitiba,40001016084G0,SETOR DE CIÊNCIAS HUMANAS
HP341E,NEUROPSICOLOGIA I,40001016084G0,Não,PSICOLOGIA  - Presencial - Curitiba,40001016084G0,SETOR DE CIÊNCIAS HUMANAS
HP344,PSICANÁLISE I,40001016084G0,Não,PSICOLOGIA  - Presencial - Curitiba,40001016084G0,SETOR DE CIÊNCIAS HUMANAS
HP354,PSICOLOGIA FENOMENOLÓGICO-EXISTENCIAL I,40001016084G0,Não,PSICOLOGIA  - Presencial - Curitiba,40001016084G0,SETOR DE CIÊNCIAS HUMANAS
HP357,PSICOLOGIA HISTÓRICO CULTURAL I,40001016084G0,Não,PSICOLOGIA  - Presencial - Curitiba,40001016084G0,SETOR DE CIÊNCIAS HUMANAS
HP643E,AVALIAÇÃO PSICOLÓGICA I,40001016084G0,Não,PSICOLOGIA  - Presencial - Curitiba,40001016084G0,SETOR DE CIÊNCIAS HUMANAS
HP656,METODOLOGIA DE PESQUISA EM PSICOLOGIA I,40001016084G0,Não,PSICOLOGIA  - Presencial - Curitiba,40001016084G0,SETOR DE CIÊNCIAS HUMANAS
HP677,QUESTÕES CONTEMPORÂNEAS EM PSICOLOGIA,40001016084G0,Não,PSICOLOGIA  - Presencial - Curitiba,40001016084G0,SETOR DE CIÊNCIAS HUMANAS
SA103,FUNDAMENTOS DA GESTÃO ORGANIZACIONAL,40001016006G0,Não,CIÊNCIAS CONTÁBEIS  - Presencial - Curitiba,40001016006G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
SC321,FUNDAMENTOS DE MATEMÁTICA FINANCEIRA,40001016006G0,Não,CIÊNCIAS CONTÁBEIS  - Presencial - Curitiba,40001016006G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
SC332,DIREITO EMPRESARIAL,40001016006G0,Não,CIÊNCIAS CONTÁBEIS  - Presencial - Curitiba,40001016006G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
SE701,TEORIA MICROECONÔMICA,40001016006G0,Não,CIÊNCIAS CONTÁBEIS  - Presencial - Curitiba,40001016006G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
CF110,FÍSICA II,40001016087G0,Não,QUÍMICA  - Presencial - Curitiba,40001016087G0,SETOR DE CIÊNCIAS EXATAS
CQ220,PRÁTICA DE ENSINO EM QUÍMICA ANALÍTICA,40001016087G0,Não,QUÍMICA  - Presencial - Curitiba,40001016087G0,SETOR DE CIÊNCIAS EXATAS
BB105,BOTÂNICA PARA FARMÁCIA,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
BC085,CITOLOGIA HUMANA,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
BF119,FISIOLOGIA HUMANA PARA FARMÁCIA,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
CQ310,QUÍMICA ORGÂNICA I,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
CQ314,QUÍMICA INORGÂNICA PARA AS CIÊNCIAS FARMACÊUTICAS,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
MB081,MÉTODOS FÍSICOS APLICADOS À FARMÁCIA,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
TE163,ELETROTÉCNICA,40001016043G0,Não,ENGENHARIA QUÍMICA  - Presencial - Curitiba,40001016043G0,SETOR DE TECNOLOGIA
CEG301H,INTRODUÇÃO A EXPRESSÃO GRÁFICA,40001016045G0,Não,EXPRESSÃO GRÁFICA  - Presencial - Curitiba,40001016045G0,SETOR DE CIÊNCIAS EXATAS
CEG302H,DESENHO GEOMÉTRICO I,40001016045G0,Não,EXPRESSÃO GRÁFICA  - Presencial - Curitiba,40001016045G0,SETOR DE CIÊNCIAS EXATAS
CEG303,GEOMETRIA DESCRITIVA I,40001016045G0,Não,EXPRESSÃO GRÁFICA  - Presencial - Curitiba,40001016045G0,SETOR DE CIÊNCIAS EXATAS
CEG307,REPRESENTAÇÃO GRÁFICA I,40001016045G0,Não,EXPRESSÃO GRÁFICA  - Presencial - Curitiba,40001016045G0,SETOR DE CIÊNCIAS EXATAS
CEG309,COMPOSIÇÃO I,40001016045G0,Não,EXPRESSÃO GRÁFICA  - Presencial - Curitiba,40001016045G0,SETOR DE CIÊNCIAS EXATAS
TA126,ESTÁTICA,40001016005G0,Não,ARQUITETURA E URBANISMO  - Presencial - Curitiba,40001016005G0,SETOR DE TECNOLOGIA
TA205,DESENHO DE ARQUITETURA 1,40001016005G0,Não,ARQUITETURA E URBANISMO  - Presencial - Curitiba,40001016005G0,SETOR DE TECNOLOGIA
HSS102,INTRODUÇÃO À SOCIOLOGIA PARA ECONOMIA,40001016015G0,Não,CIÊNCIAS ECONÔMICAS  - Presencial - Curitiba,40001016015G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
SC204,CONTABILIDADE E ANÁLISE DE BALANÇOS,40001016015G0,Não,CIÊNCIAS ECONÔMICAS  - Presencial - Curitiba,40001016015G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
SE600,INTRODUÇÃO À ECONOMIA,40001016015G0,Não,CIÊNCIAS ECONÔMICAS  - Presencial - Curitiba,40001016015G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
SE602,HISTÓRIA ECONÔMICA GERAL,40001016015G0,Não,CIÊNCIAS ECONÔMICAS  - Presencial - Curitiba,40001016015G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
SE703, CÁLCULO APLICADO À ECONOMIA I,40001016015G0,Não,CIÊNCIAS ECONÔMICAS  - Presencial - Curitiba,40001016015G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
CI1003,INTRODUÇÃO À CIÊNCIA DA COMPUTAÇÃO,40001016010G0,Não,CIÊNCIA DA COMPUTAÇÃO  - Presencial - Curitiba,40001016010G0,SETOR DE CIÊNCIAS EXATAS
CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,40001016010G0,Não,CIÊNCIA DA COMPUTAÇÃO  - Presencial - Curitiba,40001016010G0,SETOR DE CIÊNCIAS EXATAS
CI1068,CIRCUITOS DIGITAIS,40001016010G0,Não,CIÊNCIA DA COMPUTAÇÃO  - Presencial - Curitiba,40001016010G0,SETOR DE CIÊNCIAS EXATAS
CM304,COMPLEMENTOS DE MATEMÁTICA,40001016010G0,Não,CIÊNCIA DA COMPUTAÇÃO  - Presencial - Curitiba,40001016010G0,SETOR DE CIÊNCIAS EXATAS
CM311,CÁLCULO 1,40001016010G0,Não,CIÊNCIA DA COMPUTAÇÃO  - Presencial - Curitiba,40001016010G0,SETOR DE CIÊNCIAS EXATAS
DCA116,CIÊNCIA DAS PLANTAS DANINHAS,40001016004G0,Não,AGRONOMIA  - Presencial - Palotina,40001016004G0,SETOR PALOTINA
JCE120,PSICOLOGIA DA EDUCAÇÃO,40001016050G0,Não,CIÊNCIAS EXATAS  - Presencial - Jandaia do Sul,40001016050G0,CAMPUS JANDAIA DO SUL
JCE217,CÁLCULO I,40001016050G0,Não,CIÊNCIAS EXATAS  - Presencial - Jandaia do Sul,40001016050G0,CAMPUS JANDAIA DO SUL
JCE227,CÁLCULO III,40001016050G0,Não,CIÊNCIAS EXATAS  - Presencial - Jandaia do Sul,40001016050G0,CAMPUS JANDAIA DO SUL
JCE228,FÍSICA EXPERIMENTAL III,40001016050G0,Não,CIÊNCIAS EXATAS  - Presencial - Jandaia do Sul,40001016050G0,CAMPUS JANDAIA DO SUL
JCE229,FÍSICA III,40001016050G0,Não,CIÊNCIAS EXATAS  - Presencial - Jandaia do Sul,40001016050G0,CAMPUS JANDAIA DO SUL
JCE230,QUÍMICA E SOCIEDADE,40001016050G0,Não,CIÊNCIAS EXATAS  - Presencial - Jandaia do Sul,40001016050G0,CAMPUS JANDAIA DO SUL
JCE313,ESTÁGIO DE FORMAÇÃO PEDAGÓGICA EM CIÊNCIAS EXATAS,40001016050G0,Não,CIÊNCIAS EXATAS  - Presencial - Jandaia do Sul,40001016050G0,CAMPUS JANDAIA DO SUL
HH300,HISTÓRIA CONTEMPORÂNEA,40001016141G0,Não,JORNALISMO  - Presencial - Curitiba,40001016141G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
OC002,FUNDAMENTOS DE COMUNICAÇÃO SONORA,40001016141G0,Não,JORNALISMO  - Presencial - Curitiba,40001016141G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
OC003,FUNDAMENTOS DE FOTOGRAFIA,40001016141G0,Não,JORNALISMO  - Presencial - Curitiba,40001016141G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
OC004,ECONOMIA POLÍTICA DA COMUNICAÇÃO,40001016141G0,Não,JORNALISMO  - Presencial - Curitiba,40001016141G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
OC005,OFICINA DE REDAÇÃO,40001016141G0,Não,JORNALISMO  - Presencial - Curitiba,40001016141G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
OC006,LEITURAS EM FILOSOFIA,40001016141G0,Não,JORNALISMO  - Presencial - Curitiba,40001016141G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
OC007,INTRODUÇÃO AO JORNALISMO,40001016141G0,Não,JORNALISMO  - Presencial - Curitiba,40001016141G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
OC008,REDAÇÃO JORNALÍSTICA I,40001016141G0,Não,JORNALISMO  - Presencial - Curitiba,40001016141G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
OC410, INTRODUÇÃO À EXTENSÃO,40001016141G0,Não,JORNALISMO  - Presencial - Curitiba,40001016141G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
SC305,CONTABILIDADE DE INVESTIMENTOS SOCIETÁRIOS,40001016006G0,Não,CIÊNCIAS CONTÁBEIS  - Presencial - Curitiba,40001016006G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
SC309,CONTABILIDADE TRIBUTÁRIA,40001016006G0,Não,CIÊNCIAS CONTÁBEIS  - Presencial - Curitiba,40001016006G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
SC310,ANÁLISE ECONÔMICO-FINANCEIRA DE EMPRESAS,40001016006G0,Não,CIÊNCIAS CONTÁBEIS  - Presencial - Curitiba,40001016006G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
SC317,FINANÇAS CORPORATIVAS,40001016006G0,Não,CIÊNCIAS CONTÁBEIS  - Presencial - Curitiba,40001016006G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
SC341,PROJETO DE EXTENSÃO I ,40001016006G0,Não,CIÊNCIAS CONTÁBEIS  - Presencial - Curitiba,40001016006G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
SC352,CONTABILIDADE AMBIENTAL,40001016006G0,Não,CIÊNCIAS CONTÁBEIS  - Presencial - Curitiba,40001016006G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
CE035,CÁLCULO DE PROBABILIDADES A,40001016070G0,Não,MATEMÁTICA  - Presencial - Curitiba,40001016070G0,SETOR DE CIÊNCIAS EXATAS
CMM014,CÁLCULO NUMÉRICO,40001016070G0,Não,MATEMÁTICA  - Presencial - Curitiba,40001016070G0,SETOR DE CIÊNCIAS EXATAS
EM305,PRÁTICA DE DOCÊNCIA EM LÍNGUAS ESTRANGEIRAS 1: ANGLOGERMÂNICAS,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HE1188,COMPREENSÃO E PRODUÇÃO DE TEXTOS DA ESFERA ACADÊMICA: PROJETOS DE PESQUISA E ARTIGOS ACADÊMICOS,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HE1193,LABORATÓRIO TEMÁTICO V: FORMAÇÃO DE PROFESSORES EM TEMPOS DE GLOBALIZAÇÃO,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
BA057,ANATOMIA HUMANA,40001016079G0,Não,NUTRIÇÃO  - Presencial - Curitiba,40001016079G0,SETOR DE CIÊNCIAS DA SAÚDE
BC073,BIOLOGIA CELULAR,40001016079G0,Não,NUTRIÇÃO  - Presencial - Curitiba,40001016079G0,SETOR DE CIÊNCIAS DA SAÚDE
BQ067,BIOQUÍMICA CELULAR,40001016079G0,Não,NUTRIÇÃO  - Presencial - Curitiba,40001016079G0,SETOR DE CIÊNCIAS DA SAÚDE
HS195,ANTROPOLOGIA DA SAÚDE,40001016079G0,Não,NUTRIÇÃO  - Presencial - Curitiba,40001016079G0,SETOR DE CIÊNCIAS DA SAÚDE
MA111,PRÁTICA PROFISSIONAL,40001016079G0,Não,NUTRIÇÃO  - Presencial - Curitiba,40001016079G0,SETOR DE CIÊNCIAS DA SAÚDE
MA117,SOCIOLOGIA DA NUTRIÇÃO,40001016079G0,Não,NUTRIÇÃO  - Presencial - Curitiba,40001016079G0,SETOR DE CIÊNCIAS DA SAÚDE
CQ233,QUÍMICA ORGÂNICA III,40001016087G0,Não,QUÍMICA  - Presencial - Curitiba,40001016087G0,SETOR DE CIÊNCIAS EXATAS
CQ244,FÍSICO - QUÍMICA EXPERIMENTAL IV,40001016087G0,Não,QUÍMICA  - Presencial - Curitiba,40001016087G0,SETOR DE CIÊNCIAS EXATAS
CQ255,QUÍMICA INTEGRADA,40001016087G0,Não,QUÍMICA  - Presencial - Curitiba,40001016087G0,SETOR DE CIÊNCIAS EXATAS
EM228,PRÁTICA DE DOCÊNCIA EM QUÍMICA II,40001016087G0,Não,QUÍMICA  - Presencial - Curitiba,40001016087G0,SETOR DE CIÊNCIAS EXATAS
EM227,PRÁTICA DE DOCÊNCIA EM QUÍMICA I,40001016087G0,Não,QUÍMICA  - Presencial - Curitiba,40001016087G0,SETOR DE CIÊNCIAS EXATAS
ET170,"DIVERSIDADE ÉTNICO-RACIAL, GÊNERO E SEXUALIDADE",40001016047G0,Não,FILOSOFIA  - Presencial - Curitiba,40001016047G0,SETOR DE CIÊNCIAS HUMANAS
ET171,EDUCAÇÃO EM DIREITOS HUMANOS,40001016047G0,Não,FILOSOFIA  - Presencial - Curitiba,40001016047G0,SETOR DE CIÊNCIAS HUMANAS
AE075,PLANEJAMENTO E ADMINISTRAÇÃO RURAL,40001016003G0,Não,AGRONOMIA  - Presencial - Curitiba,40001016003G0,SETOR DE CIÊNCIAS AGRÁRIAS
AL013,"FUNDAMENTOS DE HIDROLOGIA, IRRIGAÇÃO E DRENAGEM",40001016003G0,Não,AGRONOMIA  - Presencial - Curitiba,40001016003G0,SETOR DE CIÊNCIAS AGRÁRIAS
AL049,ENERGIA NA AGRICULTURA,40001016003G0,Não,AGRONOMIA  - Presencial - Curitiba,40001016003G0,SETOR DE CIÊNCIAS AGRÁRIAS
AZ074,NUTRIÇÃO E ALIMENTAÇÃO ANIMAL,40001016003G0,Não,AGRONOMIA  - Presencial - Curitiba,40001016003G0,SETOR DE CIÊNCIAS AGRÁRIAS
GA086,INTRODUÇÃO AOS SISTEMAS DE INFORMAÇÃO GEOGRÁFICA,40001016003G0,Não,AGRONOMIA  - Presencial - Curitiba,40001016003G0,SETOR DE CIÊNCIAS AGRÁRIAS
SE628,MONOGRAFIA I,40001016015G0,Não,CIÊNCIAS ECONÔMICAS  - Presencial - Curitiba,40001016015G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
